Table_num,Table_name,Category_num,Category_desc,Year,Units,Value_added,Imports,Total
6,Away food and beverage dollar,16,Farm share,2001,Cents per Domestic Real Food Dollar,,,4.8
6,Away food and beverage dollar,1,Total,2002,Cents per Domestic Real Food Dollar,95.7,4.3,100
6,Away food and beverage dollar,2,Agribusiness,2002,Cents per Domestic Real Food Dollar,0.7,0.1,0.8
6,Away food and beverage dollar,3,Farm production,2002,Cents per Domestic Real Food Dollar,2,0.3,2.3
6,Away food and beverage dollar,4,Food processing,2002,Cents per Domestic Real Food Dollar,4.9,0.4,5.3
6,Away food and beverage dollar,5,Packaging,2002,Cents per Domestic Real Food Dollar,2.5,0.8,3.3
6,Away food and beverage dollar,6,Transportation,2002,Cents per Domestic Real Food Dollar,1.6,0.1,1.7
6,Away food and beverage dollar,7,Wholesale trade,2002,Cents per Domestic Real Food Dollar,4.2,0,4.2
6,Away food and beverage dollar,8,Retail trade,2002,Cents per Domestic Real Food Dollar,0.4,0,0.4
6,Away food and beverage dollar,9,Foodservices,2002,Cents per Domestic Real Food Dollar,67.9,1.1,69
6,Away food and beverage dollar,10,Energy,2002,Cents per Domestic Real Food Dollar,3.6,1.3,4.9
6,Away food and beverage dollar,11,Finance and insurance,2002,Cents per Domestic Real Food Dollar,3.4,0.1,3.6
6,Away food and beverage dollar,12,Advertising,2002,Cents per Domestic Real Food Dollar,2.5,0.1,2.6
6,Away food and beverage dollar,13,Legal and accounting,2002,Cents per Domestic Real Food Dollar,1.9,0,1.9
6,Away food and beverage dollar,14,Total food dollar,2002,Cents per Domestic Real Food Dollar,,,114.5
6,Away food and beverage dollar,15,Domestic food dollar,2002,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2002,Cents per Domestic Real Food Dollar,,,4.7
6,Away food and beverage dollar,1,Total,2003,Cents per Domestic Real Food Dollar,95.8,4.2,100
6,Away food and beverage dollar,2,Agribusiness,2003,Cents per Domestic Real Food Dollar,0.6,0.2,0.8
6,Away food and beverage dollar,3,Farm production,2003,Cents per Domestic Real Food Dollar,2.4,0.3,2.7
6,Away food and beverage dollar,4,Food processing,2003,Cents per Domestic Real Food Dollar,5,0.4,5.4
6,Away food and beverage dollar,5,Packaging,2003,Cents per Domestic Real Food Dollar,2.3,0.8,3
6,Away food and beverage dollar,6,Transportation,2003,Cents per Domestic Real Food Dollar,1.7,0.1,1.8
6,Away food and beverage dollar,7,Wholesale trade,2003,Cents per Domestic Real Food Dollar,4.7,-0.1,4.6
6,Away food and beverage dollar,8,Retail trade,2003,Cents per Domestic Real Food Dollar,0.5,0,0.5
6,Away food and beverage dollar,9,Foodservices,2003,Cents per Domestic Real Food Dollar,67.9,1,68.9
6,Away food and beverage dollar,10,Energy,2003,Cents per Domestic Real Food Dollar,3.3,1.1,4.5
6,Away food and beverage dollar,11,Finance and insurance,2003,Cents per Domestic Real Food Dollar,3.3,0.1,3.5
6,Away food and beverage dollar,12,Advertising,2003,Cents per Domestic Real Food Dollar,2.5,0.1,2.5
6,Away food and beverage dollar,13,Legal and accounting,2003,Cents per Domestic Real Food Dollar,1.7,0,1.8
6,Away food and beverage dollar,14,Total food dollar,2003,Cents per Domestic Real Food Dollar,,,115.1
6,Away food and beverage dollar,15,Domestic food dollar,2003,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2003,Cents per Domestic Real Food Dollar,,,5.3
6,Away food and beverage dollar,1,Total,2004,Cents per Domestic Real Food Dollar,95.6,4.4,100
6,Away food and beverage dollar,2,Agribusiness,2004,Cents per Domestic Real Food Dollar,0.6,0.1,0.7
6,Away food and beverage dollar,3,Farm production,2004,Cents per Domestic Real Food Dollar,2.7,0.3,3
6,Away food and beverage dollar,4,Food processing,2004,Cents per Domestic Real Food Dollar,4.9,0.4,5.4
6,Away food and beverage dollar,5,Packaging,2004,Cents per Domestic Real Food Dollar,2.2,0.8,3
6,Away food and beverage dollar,6,Transportation,2004,Cents per Domestic Real Food Dollar,1.5,0.1,1.6
6,Away food and beverage dollar,7,Wholesale trade,2004,Cents per Domestic Real Food Dollar,4.4,0,4.4
6,Away food and beverage dollar,8,Retail trade,2004,Cents per Domestic Real Food Dollar,0.6,0,0.6
6,Away food and beverage dollar,9,Foodservices,2004,Cents per Domestic Real Food Dollar,68.5,1.1,69.5
6,Away food and beverage dollar,10,Energy,2004,Cents per Domestic Real Food Dollar,3.2,1.3,4.5
6,Away food and beverage dollar,11,Finance and insurance,2004,Cents per Domestic Real Food Dollar,2.9,0.1,3
6,Away food and beverage dollar,12,Advertising,2004,Cents per Domestic Real Food Dollar,2.5,0.1,2.6
6,Away food and beverage dollar,13,Legal and accounting,2004,Cents per Domestic Real Food Dollar,1.6,0,1.6
6,Away food and beverage dollar,14,Total food dollar,2004,Cents per Domestic Real Food Dollar,,,115.5
6,Away food and beverage dollar,15,Domestic food dollar,2004,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2004,Cents per Domestic Real Food Dollar,,,5.2
6,Away food and beverage dollar,1,Total,2005,Cents per Domestic Real Food Dollar,95.6,4.4,100
6,Away food and beverage dollar,2,Agribusiness,2005,Cents per Domestic Real Food Dollar,0.5,0.1,0.6
6,Away food and beverage dollar,3,Farm production,2005,Cents per Domestic Real Food Dollar,2.1,0.3,2.5
6,Away food and beverage dollar,4,Food processing,2005,Cents per Domestic Real Food Dollar,4.6,0.4,5
6,Away food and beverage dollar,5,Packaging,2005,Cents per Domestic Real Food Dollar,2,0.8,2.8
6,Away food and beverage dollar,6,Transportation,2005,Cents per Domestic Real Food Dollar,1.5,0.1,1.6
6,Away food and beverage dollar,7,Wholesale trade,2005,Cents per Domestic Real Food Dollar,3.8,0,3.8
6,Away food and beverage dollar,8,Retail trade,2005,Cents per Domestic Real Food Dollar,0.6,0,0.6
6,Away food and beverage dollar,9,Foodservices,2005,Cents per Domestic Real Food Dollar,70.2,1.1,71.3
6,Away food and beverage dollar,10,Energy,2005,Cents per Domestic Real Food Dollar,3.1,1.3,4.5
6,Away food and beverage dollar,11,Finance and insurance,2005,Cents per Domestic Real Food Dollar,3,0.1,3.1
6,Away food and beverage dollar,12,Advertising,2005,Cents per Domestic Real Food Dollar,2.6,0.1,2.8
6,Away food and beverage dollar,13,Legal and accounting,2005,Cents per Domestic Real Food Dollar,1.6,0,1.6
6,Away food and beverage dollar,14,Total food dollar,2005,Cents per Domestic Real Food Dollar,,,115.7
6,Away food and beverage dollar,15,Domestic food dollar,2005,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2005,Cents per Domestic Real Food Dollar,,,4.5
6,Away food and beverage dollar,1,Total,2006,Cents per Domestic Real Food Dollar,95.5,4.5,100
6,Away food and beverage dollar,2,Agribusiness,2006,Cents per Domestic Real Food Dollar,0.5,0.1,0.6
6,Away food and beverage dollar,3,Farm production,2006,Cents per Domestic Real Food Dollar,2.1,0.4,2.5
6,Away food and beverage dollar,4,Food processing,2006,Cents per Domestic Real Food Dollar,4.7,0.4,5.1
6,Away food and beverage dollar,5,Packaging,2006,Cents per Domestic Real Food Dollar,1.9,0.8,2.7
6,Away food and beverage dollar,6,Transportation,2006,Cents per Domestic Real Food Dollar,1.5,0.1,1.6
6,Away food and beverage dollar,7,Wholesale trade,2006,Cents per Domestic Real Food Dollar,3.9,0,3.9
6,Away food and beverage dollar,8,Retail trade,2006,Cents per Domestic Real Food Dollar,0.6,0,0.7
6,Away food and beverage dollar,9,Foodservices,2006,Cents per Domestic Real Food Dollar,69.9,1.1,71
6,Away food and beverage dollar,10,Energy,2006,Cents per Domestic Real Food Dollar,3,1.4,4.4
6,Away food and beverage dollar,11,Finance and insurance,2006,Cents per Domestic Real Food Dollar,3.1,0.2,3.2
6,Away food and beverage dollar,12,Advertising,2006,Cents per Domestic Real Food Dollar,2.8,0.1,2.9
6,Away food and beverage dollar,13,Legal and accounting,2006,Cents per Domestic Real Food Dollar,1.6,0,1.6
6,Away food and beverage dollar,14,Total food dollar,2006,Cents per Domestic Real Food Dollar,,,116.2
6,Away food and beverage dollar,15,Domestic food dollar,2006,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2006,Cents per Domestic Real Food Dollar,,,4.5
6,Away food and beverage dollar,1,Total,2007,Cents per Domestic Real Food Dollar,94.4,5.8,100
6,Away food and beverage dollar,2,Agribusiness,2007,Cents per Domestic Real Food Dollar,0.5,0.2,0.7
6,Away food and beverage dollar,3,Farm production,2007,Cents per Domestic Real Food Dollar,2.6,0.5,3.1
6,Away food and beverage dollar,4,Food processing,2007,Cents per Domestic Real Food Dollar,5.5,0.6,6.1
6,Away food and beverage dollar,5,Packaging,2007,Cents per Domestic Real Food Dollar,2.1,1,3.1
6,Away food and beverage dollar,6,Transportation,2007,Cents per Domestic Real Food Dollar,1.6,0.1,1.8
6,Away food and beverage dollar,7,Wholesale trade,2007,Cents per Domestic Real Food Dollar,4.3,0,4.3
6,Away food and beverage dollar,8,Retail trade,2007,Cents per Domestic Real Food Dollar,0.9,0,0.9
6,Away food and beverage dollar,9,Foodservices,2007,Cents per Domestic Real Food Dollar,67.3,1.5,68.8
6,Away food and beverage dollar,10,Energy,2007,Cents per Domestic Real Food Dollar,3.1,1.5,4.7
6,Away food and beverage dollar,11,Finance and insurance,2007,Cents per Domestic Real Food Dollar,2.6,0.2,2.8
6,Away food and beverage dollar,12,Advertising,2007,Cents per Domestic Real Food Dollar,2.5,0.2,2.6
6,Away food and beverage dollar,13,Legal and accounting,2007,Cents per Domestic Real Food Dollar,1.7,0,1.7
6,Away food and beverage dollar,14,Total food dollar,2007,Cents per Domestic Real Food Dollar,,,117.1
6,Away food and beverage dollar,15,Domestic food dollar,2007,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2007,Cents per Domestic Real Food Dollar,,,5.7
6,Away food and beverage dollar,1,Total,2008,Cents per Domestic Real Food Dollar,95.3,4.7,100
6,Away food and beverage dollar,2,Agribusiness,2008,Cents per Domestic Real Food Dollar,0.6,0.1,0.7
6,Away food and beverage dollar,3,Farm production,2008,Cents per Domestic Real Food Dollar,2.3,0.4,2.7
6,Away food and beverage dollar,4,Food processing,2008,Cents per Domestic Real Food Dollar,4.7,0.6,5.3
6,Away food and beverage dollar,5,Packaging,2008,Cents per Domestic Real Food Dollar,1.8,0.9,2.6
6,Away food and beverage dollar,6,Transportation,2008,Cents per Domestic Real Food Dollar,1.6,0.1,1.6
6,Away food and beverage dollar,7,Wholesale trade,2008,Cents per Domestic Real Food Dollar,4.2,-0.1,4.1
6,Away food and beverage dollar,8,Retail trade,2008,Cents per Domestic Real Food Dollar,0.8,0,0.9
6,Away food and beverage dollar,9,Foodservices,2008,Cents per Domestic Real Food Dollar,68.9,1.1,70.1
6,Away food and beverage dollar,10,Energy,2008,Cents per Domestic Real Food Dollar,3.7,1.3,5
6,Away food and beverage dollar,11,Finance and insurance,2008,Cents per Domestic Real Food Dollar,2.4,0.2,2.5
6,Away food and beverage dollar,12,Advertising,2008,Cents per Domestic Real Food Dollar,2.6,0.1,2.7
6,Away food and beverage dollar,13,Legal and accounting,2008,Cents per Domestic Real Food Dollar,1.8,0,1.9
6,Away food and beverage dollar,14,Total food dollar,2008,Cents per Domestic Real Food Dollar,,,117.1
6,Away food and beverage dollar,15,Domestic food dollar,2008,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2008,Cents per Domestic Real Food Dollar,,,5.2
6,Away food and beverage dollar,1,Total,2009,Cents per Domestic Real Food Dollar,95.9,4.2,100
6,Away food and beverage dollar,2,Agribusiness,2009,Cents per Domestic Real Food Dollar,0.6,0.2,0.8
6,Away food and beverage dollar,3,Farm production,2009,Cents per Domestic Real Food Dollar,2.2,0.4,2.6
6,Away food and beverage dollar,4,Food processing,2009,Cents per Domestic Real Food Dollar,5.5,0.5,6
6,Away food and beverage dollar,5,Packaging,2009,Cents per Domestic Real Food Dollar,1.7,0.7,2.4
6,Away food and beverage dollar,6,Transportation,2009,Cents per Domestic Real Food Dollar,1.5,0.1,1.6
6,Away food and beverage dollar,7,Wholesale trade,2009,Cents per Domestic Real Food Dollar,3.8,0,3.8
6,Away food and beverage dollar,8,Retail trade,2009,Cents per Domestic Real Food Dollar,0.8,0,0.9
6,Away food and beverage dollar,9,Foodservices,2009,Cents per Domestic Real Food Dollar,68.9,1,69.9
6,Away food and beverage dollar,10,Energy,2009,Cents per Domestic Real Food Dollar,3.8,1.1,4.9
6,Away food and beverage dollar,11,Finance and insurance,2009,Cents per Domestic Real Food Dollar,2.7,0.2,2.9
6,Away food and beverage dollar,12,Advertising,2009,Cents per Domestic Real Food Dollar,2.7,0.1,2.8
6,Away food and beverage dollar,13,Legal and accounting,2009,Cents per Domestic Real Food Dollar,1.9,0,1.9
6,Away food and beverage dollar,14,Total food dollar,2009,Cents per Domestic Real Food Dollar,,,117.1
6,Away food and beverage dollar,15,Domestic food dollar,2009,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2009,Cents per Domestic Real Food Dollar,,,5.2
6,Away food and beverage dollar,1,Total,2010,Cents per Domestic Real Food Dollar,95.8,4.2,100
6,Away food and beverage dollar,2,Agribusiness,2010,Cents per Domestic Real Food Dollar,0.6,0.2,0.7
6,Away food and beverage dollar,3,Farm production,2010,Cents per Domestic Real Food Dollar,2.1,0.3,2.4
6,Away food and beverage dollar,4,Food processing,2010,Cents per Domestic Real Food Dollar,4.8,0.5,5.3
6,Away food and beverage dollar,5,Packaging,2010,Cents per Domestic Real Food Dollar,1.6,0.7,2.3
6,Away food and beverage dollar,6,Transportation,2010,Cents per Domestic Real Food Dollar,1.4,0.1,1.5
6,Away food and beverage dollar,7,Wholesale trade,2010,Cents per Domestic Real Food Dollar,3.9,0,3.9
6,Away food and beverage dollar,8,Retail trade,2010,Cents per Domestic Real Food Dollar,0.8,0,0.9
6,Away food and beverage dollar,9,Foodservices,2010,Cents per Domestic Real Food Dollar,69.5,1,70.6
6,Away food and beverage dollar,10,Energy,2010,Cents per Domestic Real Food Dollar,4.2,1.2,5.3
6,Away food and beverage dollar,11,Finance and insurance,2010,Cents per Domestic Real Food Dollar,2.6,0.1,2.7
6,Away food and beverage dollar,12,Advertising,2010,Cents per Domestic Real Food Dollar,2.6,0.1,2.7
6,Away food and beverage dollar,13,Legal and accounting,2010,Cents per Domestic Real Food Dollar,1.9,0,1.9
6,Away food and beverage dollar,14,Total food dollar,2010,Cents per Domestic Real Food Dollar,,,117.3
6,Away food and beverage dollar,15,Domestic food dollar,2010,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2010,Cents per Domestic Real Food Dollar,,,4.7
6,Away food and beverage dollar,1,Total,2011,Cents per Domestic Real Food Dollar,95.8,4.3,100
6,Away food and beverage dollar,2,Agribusiness,2011,Cents per Domestic Real Food Dollar,0.5,0.1,0.6
6,Away food and beverage dollar,3,Farm production,2011,Cents per Domestic Real Food Dollar,2,0.3,2.3
6,Away food and beverage dollar,4,Food processing,2011,Cents per Domestic Real Food Dollar,3.9,0.5,4.4
6,Away food and beverage dollar,5,Packaging,2011,Cents per Domestic Real Food Dollar,1.4,0.7,2.1
6,Away food and beverage dollar,6,Transportation,2011,Cents per Domestic Real Food Dollar,1.3,0.1,1.4
6,Away food and beverage dollar,7,Wholesale trade,2011,Cents per Domestic Real Food Dollar,4,0,4
6,Away food and beverage dollar,8,Retail trade,2011,Cents per Domestic Real Food Dollar,0.9,0,0.9
6,Away food and beverage dollar,9,Foodservices,2011,Cents per Domestic Real Food Dollar,70.1,1,71.1
6,Away food and beverage dollar,10,Energy,2011,Cents per Domestic Real Food Dollar,4.1,1.3,5.4
6,Away food and beverage dollar,11,Finance and insurance,2011,Cents per Domestic Real Food Dollar,2.6,0.1,2.8
6,Away food and beverage dollar,12,Advertising,2011,Cents per Domestic Real Food Dollar,2.7,0.1,2.9
6,Away food and beverage dollar,13,Legal and accounting,2011,Cents per Domestic Real Food Dollar,2,0.1,2.1
6,Away food and beverage dollar,14,Total food dollar,2011,Cents per Domestic Real Food Dollar,,,117.5
6,Away food and beverage dollar,15,Domestic food dollar,2011,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2011,Cents per Domestic Real Food Dollar,,,4.4
6,Away food and beverage dollar,1,Total,2012,Cents per Domestic Real Food Dollar,96.8,3.2,100
6,Away food and beverage dollar,2,Agribusiness,2012,Cents per Domestic Real Food Dollar,0.4,0.1,0.5
6,Away food and beverage dollar,3,Farm production,2012,Cents per Domestic Real Food Dollar,1.6,0.2,1.8
6,Away food and beverage dollar,4,Food processing,2012,Cents per Domestic Real Food Dollar,3.1,0.4,3.4
6,Away food and beverage dollar,5,Packaging,2012,Cents per Domestic Real Food Dollar,1.4,0.5,1.9
6,Away food and beverage dollar,6,Transportation,2012,Cents per Domestic Real Food Dollar,1.3,0.1,1.4
6,Away food and beverage dollar,7,Wholesale trade,2012,Cents per Domestic Real Food Dollar,4.1,0,4.1
6,Away food and beverage dollar,8,Retail trade,2012,Cents per Domestic Real Food Dollar,1,0,1.1
6,Away food and beverage dollar,9,Foodservices,2012,Cents per Domestic Real Food Dollar,71.8,0.9,72.7
6,Away food and beverage dollar,10,Energy,2012,Cents per Domestic Real Food Dollar,3.6,0.8,4.4
6,Away food and beverage dollar,11,Finance and insurance,2012,Cents per Domestic Real Food Dollar,3.3,0.2,3.5
6,Away food and beverage dollar,12,Advertising,2012,Cents per Domestic Real Food Dollar,2.7,0.2,2.9
6,Away food and beverage dollar,13,Legal and accounting,2012,Cents per Domestic Real Food Dollar,2.2,0.1,2.3
6,Away food and beverage dollar,14,Total food dollar,2012,Cents per Domestic Real Food Dollar,,,117.7
6,Away food and beverage dollar,15,Domestic food dollar,2012,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2012,Cents per Domestic Real Food Dollar,,,3.4
6,Away food and beverage dollar,1,Total,2013,Cents per Domestic Real Food Dollar,96.8,3.2,100
6,Away food and beverage dollar,2,Agribusiness,2013,Cents per Domestic Real Food Dollar,0.3,0.1,0.4
6,Away food and beverage dollar,3,Farm production,2013,Cents per Domestic Real Food Dollar,1.8,0.2,2
6,Away food and beverage dollar,4,Food processing,2013,Cents per Domestic Real Food Dollar,3.4,0.4,3.7
6,Away food and beverage dollar,5,Packaging,2013,Cents per Domestic Real Food Dollar,1.4,0.5,1.9
6,Away food and beverage dollar,6,Transportation,2013,Cents per Domestic Real Food Dollar,1.3,0.1,1.4
6,Away food and beverage dollar,7,Wholesale trade,2013,Cents per Domestic Real Food Dollar,4.4,0,4.4
6,Away food and beverage dollar,8,Retail trade,2013,Cents per Domestic Real Food Dollar,1,0,1
6,Away food and beverage dollar,9,Foodservices,2013,Cents per Domestic Real Food Dollar,71.9,0.9,72.8
6,Away food and beverage dollar,10,Energy,2013,Cents per Domestic Real Food Dollar,3.4,0.7,4.2
6,Away food and beverage dollar,11,Finance and insurance,2013,Cents per Domestic Real Food Dollar,3.3,0.2,3.4
6,Away food and beverage dollar,12,Advertising,2013,Cents per Domestic Real Food Dollar,2.5,0.1,2.7
6,Away food and beverage dollar,13,Legal and accounting,2013,Cents per Domestic Real Food Dollar,1.9,0.1,2
6,Away food and beverage dollar,14,Total food dollar,2013,Cents per Domestic Real Food Dollar,,,117.8
6,Away food and beverage dollar,15,Domestic food dollar,2013,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2013,Cents per Domestic Real Food Dollar,,,3.4
6,Away food and beverage dollar,1,Total,2014,Cents per Domestic Real Food Dollar,96.7,3.3,100
6,Away food and beverage dollar,2,Agribusiness,2014,Cents per Domestic Real Food Dollar,0.4,0.1,0.4
6,Away food and beverage dollar,3,Farm production,2014,Cents per Domestic Real Food Dollar,1.8,0.2,2
6,Away food and beverage dollar,4,Food processing,2014,Cents per Domestic Real Food Dollar,3.6,0.4,3.9
6,Away food and beverage dollar,5,Packaging,2014,Cents per Domestic Real Food Dollar,1.4,0.6,1.9
6,Away food and beverage dollar,6,Transportation,2014,Cents per Domestic Real Food Dollar,1.4,0.1,1.5
6,Away food and beverage dollar,7,Wholesale trade,2014,Cents per Domestic Real Food Dollar,4.6,0,4.5
6,Away food and beverage dollar,8,Retail trade,2014,Cents per Domestic Real Food Dollar,0.9,0,1
6,Away food and beverage dollar,9,Foodservices,2014,Cents per Domestic Real Food Dollar,71.4,1,72.4
6,Away food and beverage dollar,10,Energy,2014,Cents per Domestic Real Food Dollar,3.3,0.7,4
6,Away food and beverage dollar,11,Finance and insurance,2014,Cents per Domestic Real Food Dollar,3.6,0.2,3.8
6,Away food and beverage dollar,12,Advertising,2014,Cents per Domestic Real Food Dollar,2.4,0.1,2.6
6,Away food and beverage dollar,13,Legal and accounting,2014,Cents per Domestic Real Food Dollar,1.8,0.1,1.8
6,Away food and beverage dollar,14,Total food dollar,2014,Cents per Domestic Real Food Dollar,,,118
6,Away food and beverage dollar,15,Domestic food dollar,2014,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2014,Cents per Domestic Real Food Dollar,,,3.6
6,Away food and beverage dollar,1,Total,2015,Cents per Domestic Real Food Dollar,96.6,3.4,100
6,Away food and beverage dollar,2,Agribusiness,2015,Cents per Domestic Real Food Dollar,0.3,0.1,0.4
6,Away food and beverage dollar,3,Farm production,2015,Cents per Domestic Real Food Dollar,1.8,0.2,2
6,Away food and beverage dollar,4,Food processing,2015,Cents per Domestic Real Food Dollar,4.1,0.5,4.6
6,Away food and beverage dollar,5,Packaging,2015,Cents per Domestic Real Food Dollar,1.4,0.6,1.9
6,Away food and beverage dollar,6,Transportation,2015,Cents per Domestic Real Food Dollar,1.5,0.1,1.6
6,Away food and beverage dollar,7,Wholesale trade,2015,Cents per Domestic Real Food Dollar,4.8,0,4.8
6,Away food and beverage dollar,8,Retail trade,2015,Cents per Domestic Real Food Dollar,0.9,0,0.9
6,Away food and beverage dollar,9,Foodservices,2015,Cents per Domestic Real Food Dollar,70.8,1,71.8
6,Away food and beverage dollar,10,Energy,2015,Cents per Domestic Real Food Dollar,3.2,0.6,3.8
6,Away food and beverage dollar,11,Finance and insurance,2015,Cents per Domestic Real Food Dollar,3.8,0.2,4
6,Away food and beverage dollar,12,Advertising,2015,Cents per Domestic Real Food Dollar,2.4,0.1,2.5
6,Away food and beverage dollar,13,Legal and accounting,2015,Cents per Domestic Real Food Dollar,1.6,0.1,1.7
6,Away food and beverage dollar,14,Total food dollar,2015,Cents per Domestic Real Food Dollar,,,118.3
6,Away food and beverage dollar,15,Domestic food dollar,2015,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2015,Cents per Domestic Real Food Dollar,,,3.7
6,Away food and beverage dollar,1,Total,2016,Cents per Domestic Real Food Dollar,96.5,3.5,100
6,Away food and beverage dollar,2,Agribusiness,2016,Cents per Domestic Real Food Dollar,0.3,0.1,0.4
6,Away food and beverage dollar,3,Farm production,2016,Cents per Domestic Real Food Dollar,1.7,0.3,2
6,Away food and beverage dollar,4,Food processing,2016,Cents per Domestic Real Food Dollar,4.4,0.5,5
6,Away food and beverage dollar,5,Packaging,2016,Cents per Domestic Real Food Dollar,1.4,0.6,2
6,Away food and beverage dollar,6,Transportation,2016,Cents per Domestic Real Food Dollar,1.5,0.1,1.6
6,Away food and beverage dollar,7,Wholesale trade,2016,Cents per Domestic Real Food Dollar,4.9,0,4.9
6,Away food and beverage dollar,8,Retail trade,2016,Cents per Domestic Real Food Dollar,0.8,0,0.9
6,Away food and beverage dollar,9,Foodservices,2016,Cents per Domestic Real Food Dollar,70.5,1.1,71.5
6,Away food and beverage dollar,10,Energy,2016,Cents per Domestic Real Food Dollar,3.1,0.5,3.6
6,Away food and beverage dollar,11,Finance and insurance,2016,Cents per Domestic Real Food Dollar,4,0.2,4.2
6,Away food and beverage dollar,12,Advertising,2016,Cents per Domestic Real Food Dollar,2.3,0.1,2.5
6,Away food and beverage dollar,13,Legal and accounting,2016,Cents per Domestic Real Food Dollar,1.5,0.1,1.5
6,Away food and beverage dollar,14,Total food dollar,2016,Cents per Domestic Real Food Dollar,,,118.4
6,Away food and beverage dollar,15,Domestic food dollar,2016,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2016,Cents per Domestic Real Food Dollar,,,3.8
6,Away food and beverage dollar,1,Total,2017,Cents per Domestic Real Food Dollar,96.7,3.3,100
6,Away food and beverage dollar,2,Agribusiness,2017,Cents per Domestic Real Food Dollar,0.3,0.1,0.4
6,Away food and beverage dollar,3,Farm production,2017,Cents per Domestic Real Food Dollar,1.9,0.3,2.3
6,Away food and beverage dollar,4,Food processing,2017,Cents per Domestic Real Food Dollar,4.7,0.5,5.2
6,Away food and beverage dollar,5,Packaging,2017,Cents per Domestic Real Food Dollar,1.4,0.6,2
6,Away food and beverage dollar,6,Transportation,2017,Cents per Domestic Real Food Dollar,1.6,0.1,1.7
6,Away food and beverage dollar,7,Wholesale trade,2017,Cents per Domestic Real Food Dollar,5,0,5
6,Away food and beverage dollar,8,Retail trade,2017,Cents per Domestic Real Food Dollar,0.8,0,0.8
6,Away food and beverage dollar,9,Foodservices,2017,Cents per Domestic Real Food Dollar,70.1,1,71
6,Away food and beverage dollar,10,Energy,2017,Cents per Domestic Real Food Dollar,3.1,0.5,3.6
6,Away food and beverage dollar,11,Finance and insurance,2017,Cents per Domestic Real Food Dollar,4.1,0.2,4.3
6,Away food and beverage dollar,12,Advertising,2017,Cents per Domestic Real Food Dollar,2.3,0.1,2.4
6,Away food and beverage dollar,13,Legal and accounting,2017,Cents per Domestic Real Food Dollar,1.4,0,1.4
6,Away food and beverage dollar,14,Total food dollar,2017,Cents per Domestic Real Food Dollar,,,118.5
6,Away food and beverage dollar,15,Domestic food dollar,2017,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2017,Cents per Domestic Real Food Dollar,,,4.1
6,Away food and beverage dollar,1,Total,2018,Cents per Domestic Real Food Dollar,96.7,3.3,100
6,Away food and beverage dollar,2,Agribusiness,2018,Cents per Domestic Real Food Dollar,0.3,0.1,0.4
6,Away food and beverage dollar,3,Farm production,2018,Cents per Domestic Real Food Dollar,1.9,0.3,2.2
6,Away food and beverage dollar,4,Food processing,2018,Cents per Domestic Real Food Dollar,4.5,0.5,5
6,Away food and beverage dollar,5,Packaging,2018,Cents per Domestic Real Food Dollar,1.4,0.6,2
6,Away food and beverage dollar,6,Transportation,2018,Cents per Domestic Real Food Dollar,1.6,0.1,1.7
6,Away food and beverage dollar,7,Wholesale trade,2018,Cents per Domestic Real Food Dollar,5.1,0,5
6,Away food and beverage dollar,8,Retail trade,2018,Cents per Domestic Real Food Dollar,0.7,0,0.8
6,Away food and beverage dollar,9,Foodservices,2018,Cents per Domestic Real Food Dollar,70.5,1,71.4
6,Away food and beverage dollar,10,Energy,2018,Cents per Domestic Real Food Dollar,3.1,0.5,3.5
6,Away food and beverage dollar,11,Finance and insurance,2018,Cents per Domestic Real Food Dollar,4,0.2,4.1
6,Away food and beverage dollar,12,Advertising,2018,Cents per Domestic Real Food Dollar,2.4,0.1,2.5
6,Away food and beverage dollar,13,Legal and accounting,2018,Cents per Domestic Real Food Dollar,1.4,0,1.4
6,Away food and beverage dollar,14,Total food dollar,2018,Cents per Domestic Real Food Dollar,,,118.5
6,Away food and beverage dollar,15,Domestic food dollar,2018,Cents per Domestic Real Food Dollar,,,100
6,Away food and beverage dollar,16,Farm share,2018,Cents per Domestic Real Food Dollar,,,3.9
6,Away food and beverage dollar,1,Total,2019,Cents per Domestic Real Food Dollar,96.8,3.2,100
